#{"t_start": 1646005197.5494184, "env_id": null}
r,l,t
-843.3,392,44687.848888
-2.0,228,44704.522395
-96.5,281,44724.094611
-19.4,264,44740.36661
-490.1,319,44762.342642
-549.0,323,44788.454416
-255.5,239,44804.673922
-272.8,265,44823.863652
-92.9,246,44840.073359
-288.6,268,44859.232984
-159.5,281,44879.849218
-32.2,494,44916.270345
-280.5,300,44936.890978
-348.4,300,44957.574472
9.6,387,44983.912972
13.9,238,45001.667841
-26.2,277,45021.147154
-108.3,240,45037.765733
-679.5,371,45065.091557
-187.9,268,45082.548772
-549.2,354,45107.923753
-136.4,268,45127.081884
-258.7,298,45147.102829
-157.0,302,45168.262815
-184.7,297,45187.821822
16.5,277,45204.548909
-4.5,252,45221.977602
-417.5,315,45243.64182
-183.3,299,45263.943831
-38.0,343,45286.250706
-79.8,235,45303.728793
-446.5,292,45323.987738
-620.7,391,45351.066102
-458.5,297,45372.568732
-269.2,332,45394.069801
-107.0,269,45413.449695
35.1,498,45449.592875
-21.5,257,45465.812721
-589.8,296,45486.874666
-77.5,399,45518.913183
22.7,251,45537.463711
30.5,249,45553.959856
-56.0,249,45573.270396
-189.2,299,45593.071669
-151.8,300,45613.27611
-0.1,262,45629.917609
-480.3,297,45651.669626
-513.1,346,45677.950669
-53.9,252,45694.257654
-100.0,275,45713.305727
-112.4,287,45732.900905
-321.3,282,45752.402983
-255.1,327,45775.024605
-267.8,255,45791.353659
-46.7,243,45809.334644
-372.4,282,45830.649173
-235.3,292,45851.635911
-477.6,302,45873.028625
-283.5,298,45893.972589
-113.3,271,45911.858589
-128.2,232,45929.407593
-124.4,297,45950.202716
-41.2,282,45967.798491
-158.4,222,45985.0235
-495.4,317,46006.128548
-80.6,286,46026.590614
-40.9,241,46042.91754
-29.6,261,46061.530268
-303.9,292,46082.093145
-767.1,388,46108.151854
15.1,227,46126.091438
-181.4,284,46146.310533
-98.6,254,46162.681409
-50.7,255,46181.210446
-420.4,312,46203.103456
-298.6,279,46222.410314
-179.0,301,46242.818133
-773.6,399,46271.866144
-197.0,303,46292.677363
-0.5,257,46309.28045
6.7,247,46327.615316
-152.9,294,46348.144352
-145.7,304,46369.35342
-380.0,303,46391.698363
15.3,266,46408.045109
-698.4,351,46434.378376
-680.4,358,46458.142346
-273.9,249,46476.63018
-207.4,274,46496.685612
-312.0,296,46516.6089
3.4,258,46533.078145
-342.8,281,46552.686507
-36.3,453,46584.71835
-497.4,456,46619.742262
-465.3,304,46641.811321
-334.1,271,46661.703313
-202.2,287,46681.797384
-211.7,290,46702.560308
-186.4,298,46723.92267
-450.9,330,46746.937262
-864.7,384,46775.415252
-340.3,300,46796.866032
-396.5,297,46817.957677
-379.3,301,46838.74274
-356.1,289,46859.838333
-219.1,299,46880.333436
-61.0,261,46896.846896
-57.4,247,46915.878199
-114.8,453,46947.898427
-921.8,344,46973.974185
-196.7,295,46994.729482
-871.6,434,47025.820172
-50.6,267,47044.907995
-206.5,303,47066.039648
-98.1,254,47082.60354
-304.9,267,47102.492347
-66.3,279,47121.85505
-334.8,297,47143.035117
-134.7,309,47163.884144
-200.9,293,47184.617207
-282.6,300,47206.456926
3.6,265,47223.244492
-8.0,402,47252.295161
-257.5,259,47271.632076
-255.3,304,47293.32508
-193.7,267,47313.056267
68.7,438,47344.424146
-200.4,299,47365.44352
-250.3,268,47385.525182
-391.5,273,47404.226109
3.2,230,47421.627027
-345.2,293,47442.460344
-864.7,399,47471.599967
15.3,439,47503.645629
-35.7,265,47522.605779
-296.2,296,47543.566758
-20.7,424,47574.33393
-482.7,303,47595.558402
-169.1,286,47615.200422
-321.1,287,47637.540933
-200.5,307,47658.939371
-496.7,333,47681.752422
-26.8,264,47700.574115
-303.5,319,47721.857491
-323.9,282,47742.021636
2.6,257,47758.212058
-327.8,260,47776.54787
-185.0,279,47796.743562
-524.3,322,47819.542571
-88.2,278,47839.750341
-395.0,303,47861.693894
-192.4,299,47882.448614
-165.8,298,47902.977459
-112.4,299,47923.379737
-456.2,309,47944.439739
-639.8,292,47965.748985
-148.8,299,47986.477377
-88.2,248,48003.709773
-43.2,254,48023.052246
-317.0,297,48042.077524
-87.1,228,48059.453622
-790.9,376,48087.549887
-379.3,302,48109.044782
-315.4,242,48125.384842
-537.6,294,48146.213828
-9.8,259,48165.586782
-594.9,326,48188.446523
-67.0,274,48208.159622
-60.3,272,48225.265697
-259.4,239,48244.506674
-218.6,290,48264.990709
-752.3,392,48292.032696
33.0,218,48308.55972
-125.6,250,48324.882699
-781.6,343,48350.755758
-65.7,281,48368.751682
-51.0,228,48386.347689
-349.8,280,48405.371672
-833.6,380,48433.70064
-852.7,329,48458.887976
-8.4,276,48475.937656
-138.7,241,48494.278623
-272.9,287,48514.656657
-193.7,248,48531.22265
-253.3,248,48551.865537
-707.0,398,48581.998592
31.3,228,48598.245623
-182.4,273,48617.936766
-208.3,300,48638.101588
-448.3,300,48659.549562
-422.5,310,48681.661612
-2.4,407,48710.732718
51.5,312,48732.660592
-132.9,251,48749.029516
21.9,232,48766.638012
-640.8,299,48788.312494
-176.7,288,48810.009933
-742.6,398,48836.070556
-445.6,255,48855.969529
-1.0,250,48875.235496
-341.2,300,48897.04845
-109.8,257,48913.48134
14.0,244,48932.062483
52.2,236,48948.362514
-425.6,299,48969.063537
-180.8,427,49000.603868
-246.1,238,49021.588489
-592.9,307,49044.057446
21.3,247,49060.336432
10.9,255,49078.942445
-174.0,289,49099.61241
-144.6,266,49116.735349
-468.0,299,49137.13144
-475.6,252,49156.227998
-268.1,281,49176.615346
-698.3,400,49205.436669
33.1,449,49237.47638
51.3,355,49263.204386
-123.4,269,49280.39144
-206.5,255,49298.813688
49.4,408,49328.125554
46.9,233,49344.325644
-450.9,261,49363.421959
-116.5,271,49383.016244
-455.1,323,49404.441337
-73.7,277,49424.316108
-702.3,333,49449.710353
-254.4,269,49470.081436
15.3,492,49505.10836
-163.1,236,49523.615757
20.7,230,49539.918141
-142.1,251,49557.98437
-219.5,292,49578.992313
31.2,240,49595.370153
-47.1,251,49612.268558
-254.1,233,49629.595086
-84.9,273,49649.166493
-214.8,250,49665.786834
-26.9,259,49684.681836
-138.7,291,49704.865007
21.1,276,49721.954661
14.9,229,49739.216425
-546.3,317,49761.34305
-234.2,278,49782.581349
24.7,258,49799.250181
-137.3,254,49818.461444
-139.8,287,49838.405478
-950.9,398,49865.519831
-510.2,270,49885.505034
-19.5,258,49904.915109
-407.4,274,49925.178348
-43.4,260,49941.567384
-3.1,249,49959.480846
-152.0,292,49979.837146
41.2,243,49996.457988
-63.5,257,50015.556323
-404.2,294,50034.617053
-197.9,234,50052.54115
-172.5,277,50071.838168
-321.0,290,50091.538008
-56.7,227,50109.238919
-221.7,288,50130.787698
-259.9,286,50148.62818
-586.6,281,50168.910631
-60.9,263,50187.422712
-196.9,260,50206.732189
-230.1,317,50228.63348
-524.9,315,50250.962379
-191.3,244,50268.993654
-4.5,243,50286.449342
-185.2,285,50307.177032
-96.2,258,50323.978031
-26.6,243,50343.052916
-37.4,229,50360.414032
-177.9,265,50380.110835
-139.9,279,50396.894983
-133.0,244,50415.025186
-149.7,279,50435.719087
-323.9,298,50456.133469
-69.8,273,50472.79995
-749.5,327,50498.036462
-202.6,257,50515.449115
-40.4,253,50534.678749
-387.6,301,50556.02284
-277.2,289,50576.697886
-106.3,266,50595.181927
24.0,250,50613.788967
20.3,241,50630.061894
-434.0,272,50650.349365
-834.7,326,50674.682909
-908.1,346,50701.407719
-461.0,299,50722.968897
28.2,242,50739.207092
-168.1,261,50759.129319
-256.4,298,50779.693496
-395.7,297,50798.718545
-325.3,254,50817.511756
-551.2,281,50839.083825
-636.2,358,50864.11486
3.3,219,50881.531935
-41.0,237,50898.100739
-286.3,253,50917.014911
-331.0,307,50938.303678
-155.4,250,50955.269059
-67.0,254,50974.321873
-4.1,247,50991.378521
12.4,247,51009.308231
-757.3,361,51034.646733
-133.2,251,51053.422762
-163.4,283,51073.861721
-578.8,317,51096.825154
-190.3,270,51114.120698
-21.3,228,51132.970536
25.5,242,51149.720731
-40.1,254,51168.819721
-500.6,295,51189.777659
-338.8,305,51211.754668
-323.5,293,51232.592258
-343.3,296,51252.557615
-477.9,323,51276.656641
-288.9,277,51297.474174
-35.6,258,51314.638611
-57.2,253,51333.939606
-499.7,301,51356.410701
-296.2,297,51377.857991
-302.9,291,51398.287254
40.6,233,51414.524674
-477.4,283,51435.080564
-181.1,292,51456.316513
-48.4,261,51473.366574
-162.0,236,51491.360908
-33.8,257,51507.774593
-557.2,297,51528.872291
-50.8,245,51547.925533
-492.7,303,51569.490547
-401.0,300,51590.498541
-64.5,244,51607.65261
0.9,249,51626.471533
-102.4,257,51643.498393
-515.8,270,51663.568506
-313.7,266,51681.794607
-1185.9,424,51715.848511
-168.5,290,51736.688471
-386.2,286,51755.815516
-504.2,308,51779.638728
-473.2,304,51801.779468
-288.7,296,51822.855995
14.5,251,51839.126495
-137.1,250,51858.354187
-62.9,455,51890.406453
-726.2,357,51916.696152
-183.5,284,51935.133432
-137.0,226,51953.772269
55.0,247,51970.170861
-70.9,345,51996.615625
-19.0,260,52012.979103
-708.5,326,52038.71508
-1.1,239,52055.15642
-97.7,265,52075.003093
-454.1,296,52096.601389
-256.4,289,52115.647455
-402.2,236,52134.163931
-175.2,261,52152.240463
-145.8,217,52170.705075
-212.6,262,52189.110331
-806.1,334,52215.577351
-108.2,245,52232.624234
-385.2,257,52252.848808
-387.8,297,52274.762359
8.5,277,52292.458358
-841.7,321,52315.683538
-1115.3,381,52345.795294
-675.6,421,52378.458188
-361.3,425,52411.465258
-172.0,276,52431.716327
-773.7,400,52460.552237
14.2,255,52477.438266
11.8,246,52496.149257
-564.5,304,52518.213112
-239.7,432,52549.4482
56.8,358,52574.524362
-666.0,330,52600.121445
-287.0,283,52620.397195
-593.8,296,52642.42522
-329.7,284,52661.102155
-26.3,217,52678.291254
-343.6,291,52697.404508
-213.5,220,52716.201143
-246.8,283,52736.858033
-74.3,259,52753.954092
-191.8,241,52772.770064
-102.5,261,52789.337339
-473.3,261,52809.413314
-248.2,279,52830.429164
-124.3,264,52847.483131
-677.4,280,52869.030115
-615.4,357,52895.986012
40.9,230,52912.401101
-188.5,283,52932.64206
-480.4,287,52953.743344
-53.6,269,52971.108148
-197.7,255,52990.282125
-182.3,262,53008.311005
-378.6,250,53027.212048
-123.0,267,53047.05312
-79.7,237,53064.133007
-929.2,351,53091.728786
-12.1,210,53109.414942
31.1,244,53125.647761
-97.7,254,53146.247782
-62.1,251,53163.404477
-453.5,268,53182.462983
-514.7,320,53204.596999
-123.8,264,53224.924486
-460.1,297,53248.192508
-500.6,301,53270.302215
-826.6,328,53294.396
-441.1,296,53315.76192
-161.7,278,53336.375956
11.4,240,53352.893774
-889.7,363,53380.676095
-527.0,299,53402.744821
-549.5,294,53424.650131
-6.4,248,53441.077892
-12.1,258,53460.233069
10.4,227,53476.940157
21.9,254,53493.190867
-174.2,239,53512.177843
-237.2,275,53532.286813
-490.0,299,53554.551074
-163.9,434,53587.664796
-130.6,248,53604.277748
-605.4,308,53626.452321
-184.0,237,53644.841905
-292.6,273,53665.580817
42.8,233,53681.806163
-249.5,275,53701.910003
-36.9,241,53718.856745
-55.3,252,53737.66974
-143.0,248,53754.774794
-562.5,281,53776.372136
-154.8,261,53794.527567
-767.4,309,53818.912093
-714.9,386,53844.935453
-191.8,232,53863.649794
-122.6,275,53882.708736
-7.2,381,53912.444793
-1215.7,377,53942.534445
-173.3,271,53962.306261
-395.4,280,53983.111916
40.6,321,54008.209643
-395.9,283,54029.057625
-113.5,235,54045.697812
-325.0,267,54066.064004
15.0,244,54082.473309
-3.2,255,54101.564697
-122.2,295,54122.781697
-520.1,305,54144.701669
-876.4,385,54171.732548
-607.1,312,54196.351307
-123.8,254,54213.898419
-42.9,255,54232.924125
-127.0,240,54250.009813
-618.7,270,54271.095068
-252.6,274,54290.161431
44.4,212,54307.323732
26.0,232,54323.904934
-384.4,260,54344.083539
-418.1,307,54365.446767
-313.0,292,54386.953484
-451.1,304,54409.433581
-3.8,256,54426.417616
-37.3,247,54445.563522
47.6,234,54461.945905
-31.3,260,54481.454824
-16.7,251,54497.857548
-160.1,252,54516.255498
-696.2,304,54538.598235
-222.9,286,54557.646812
-111.8,226,54575.009428
-470.1,289,54596.489261
-938.6,370,54623.148447
-37.6,232,54641.315239
-172.3,289,54661.905489
-22.6,246,54678.976473
-49.4,262,54698.264204
-480.0,298,54721.54128
35.4,251,54738.094001
-293.6,233,54754.277617
-340.8,219,54772.349413
-115.3,245,54789.423255
-92.0,243,54807.471445
-258.6,216,54825.788493
-335.3,287,54847.294374
-74.9,256,54864.320405
-763.5,333,54887.347056
-853.4,315,54913.647203
35.2,238,54929.924454
-230.5,265,54948.946313
-311.9,293,54969.640333
10.2,253,54986.205323
7.1,255,55004.159451
-241.8,292,55025.002632
-413.2,300,55046.359778
-33.8,254,55062.542906
-47.3,251,55081.167325
-242.8,332,55103.855174
-453.9,315,55126.22129
-220.4,258,55145.284367
-154.1,293,55165.486539
-587.9,317,55188.221658
-128.3,281,55207.940552
10.1,252,55224.385148
-133.3,259,55242.471282
-66.9,245,55258.902388
23.1,247,55277.180876
-134.8,300,55298.135738
-62.5,255,55315.230224
-292.5,285,55334.83025
27.0,258,55353.886907
-891.2,361,55379.680227
-15.2,240,55398.158184
-331.3,297,55420.114666
-367.7,300,55441.766991
-50.8,243,55458.83199
-868.7,358,55485.969147
-536.1,299,55507.555173
-501.0,295,55527.603156
-771.8,324,55554.391196
-322.9,283,55575.468284
-822.9,404,55605.61194
15.8,245,55622.534986
-552.8,285,55643.826055
-451.2,255,55661.912005
-242.9,383,55692.379932
-442.4,232,55711.614064
-239.1,273,55729.325042
26.9,222,55747.727064
-1017.2,396,55775.798877
-549.9,307,55800.794885
-488.3,324,55825.568826
-265.9,272,55846.177992
-410.3,300,55867.787093
-168.8,246,55884.051018
-302.8,258,55903.887514
63.6,433,55934.419367
-257.2,265,55954.523936
-316.6,288,55973.624032
-1148.9,414,56006.906759
-485.3,296,56028.800104
38.7,237,56045.488975
-72.1,266,56066.063287
-176.1,291,56084.863624
-179.9,436,56119.909445
-753.8,363,56145.961753
-146.1,418,56179.178513
-146.7,386,56207.44763
-55.0,219,56224.861782
-420.6,288,56246.118253
-527.1,296,56268.112753
-394.7,298,56288.197407
-861.4,315,56313.888393
-388.7,326,56338.316038
24.4,422,56370.370655
-167.1,338,56394.947892
-713.7,308,56419.47481
-280.1,226,56436.719998
-332.4,272,56456.473789
-583.1,296,56478.692762
-601.8,300,56501.923854
15.5,241,56518.648061
-217.6,258,56538.180226
-17.0,233,56555.073758
-197.2,269,56575.238845
-404.3,292,56594.814781
-104.8,211,56612.411249
-475.8,297,56634.661798
-983.8,364,56660.905263
-16.6,241,56679.189738
-692.0,306,56702.822932
-266.7,243,56721.02571
-45.0,250,56740.261642
-331.2,300,56763.079684
-34.5,244,56780.192468
-117.4,240,56797.052719
-764.1,310,56822.754679
-589.4,307,56846.162139
-485.9,293,56868.203708
-719.6,316,56891.81563
-394.7,292,56913.543655
-121.8,238,56929.894025
-71.4,257,56949.44762
-446.1,293,56969.477822
-125.4,207,56986.365905
-313.4,297,57007.468661
31.3,239,57023.681622
-214.5,266,57043.803603
29.7,243,57060.29843
30.3,254,57079.893611
-824.5,327,57104.509724
-99.5,271,57124.553524
-8.9,247,57141.975674
-512.2,266,57162.327577
-41.4,223,57178.758572
-110.6,262,57196.809538
-79.1,207,57214.0876
-126.1,231,57231.148611
-101.3,261,57249.737536
-106.3,237,57268.186508
-119.1,231,57285.220567
-538.0,283,57306.482601
-759.1,355,57334.349524
-513.8,297,57356.459332
-470.4,300,57378.636939
-41.5,246,57395.730049
37.7,232,57411.997649
-66.7,233,57430.902434
-212.0,253,57448.075522
-702.1,322,57472.232443
-894.4,308,57495.354438
-7.6,222,57512.749004
-415.5,303,57534.466609
-469.3,231,57552.490495
-573.7,283,57574.103094
-287.9,282,57595.098456
-176.7,285,57615.610541
-290.0,305,57639.813693
-287.7,289,57659.034515
-123.1,225,57677.515422
-222.3,221,57693.772635
-194.8,268,57714.232341
-14.2,235,57730.905354
44.3,230,57747.154426
17.5,230,57765.857356
-438.1,302,57788.302321
38.4,245,57804.864362
-346.2,251,57824.33705
-226.1,237,57840.658667
-42.8,264,57859.815384
-103.2,269,57877.496294
-172.2,230,57896.344344
-372.6,300,57917.809283
-8.6,248,57934.769284
-87.0,256,57953.953269
-399.8,295,57975.188232
-471.3,288,57995.510347
-23.7,225,58013.43722
-201.7,241,58030.015289
-139.2,249,58049.33461
-142.9,258,58066.921486
-955.3,338,58092.227233
-873.4,311,58117.837272
-639.2,294,58139.951186
53.3,231,58156.523252
-95.5,263,58174.729259
-669.0,306,58199.354197
-635.7,293,58219.402556
-562.7,243,58238.847118
-543.3,333,58262.261229
-818.4,283,58285.125204
-358.1,271,58305.376234
49.9,416,58338.326192
95.5,389,58369.954393
-523.2,274,58392.009604
-338.7,300,58413.980856
-8.5,251,58431.071531
-221.8,254,58450.387122
23.9,230,58466.695504
-204.1,318,58491.108688
27.8,246,58509.418136
-10.1,229,58526.049111
-328.9,253,58545.183439
-119.4,223,58563.5192
-402.8,286,58582.575754
40.2,211,58600.213086
-99.8,262,58618.559803
-65.0,234,58636.611369
-386.7,297,58658.915539
56.4,232,58675.28224
-827.3,346,58701.349108
-59.7,230,58719.486889
-641.8,296,58741.902252
-171.9,236,58758.962022
-337.7,263,58780.26084
49.6,254,58796.979784
-617.8,266,58818.714245
9.5,234,58835.57433
-62.1,245,58855.250923
-340.6,298,58876.905265
-480.9,285,58897.113564
-545.2,309,58920.2219
-56.1,216,58937.700947
-236.7,286,58956.940153
-924.9,290,58980.07244
2.2,222,58998.249095
-160.5,254,59015.459258
-168.4,228,59031.734951
-849.4,310,59057.715414
-6.2,250,59074.977745
-886.8,340,59100.190124
-30.6,222,59118.111049
-110.0,231,59135.170685
57.2,219,59151.441897
-66.4,240,59169.912066
9.4,221,59186.475594
-193.6,277,59207.335799
9.4,240,59224.13677
-672.4,276,59245.527852
-384.6,289,59266.554494
-13.3,233,59283.131466
-195.2,278,59303.394818
-493.3,284,59325.047431
-71.3,236,59341.915518
-871.7,343,59368.492001
-73.3,231,59386.990112
39.2,232,59403.660872
-90.7,255,59422.103957
-38.5,208,59441.417512
1.2,225,59458.080424
-703.2,289,59481.492674
-161.9,261,59499.956893
-406.6,222,59518.36353
-324.9,294,59538.46963
-94.2,223,59556.827674
-536.1,282,59578.611783
-532.7,297,59598.897974
46.9,207,59616.077887
-76.5,254,59633.679072
-1022.0,342,59661.27682
-6.6,223,59677.472947
-466.7,276,59698.838009
24.1,234,59715.12575
-95.1,268,59735.264909
-195.1,241,59752.490727
52.0,231,59769.204087
-167.1,233,59788.41872
-587.5,293,59810.714554
-136.0,249,59828.031877
-186.8,251,59847.074068
-398.7,302,59869.517948
44.4,224,59885.990812
-84.0,239,59903.187726
-815.4,332,59928.318675
45.6,212,59945.7277
-16.3,253,59963.582366
-271.0,246,59983.333433
4.1,238,59999.916542
-85.8,254,60020.162469
34.1,233,60036.7086
-225.2,267,60058.046933
-302.6,256,60075.697609
-359.2,245,60095.699831
-164.8,243,60112.976709
-435.5,256,60133.349885
-564.9,305,60156.050963
34.5,222,60172.536795
-374.9,300,60195.337032
-240.1,273,60216.506471
-773.2,351,60242.540343
-303.2,249,60262.85261
-267.3,232,60279.149916
-317.6,269,60300.156181
-407.4,298,60320.247665
-296.8,230,60338.452472
-435.5,265,60358.516309
-118.8,211,60377.275649
-257.0,239,60394.380756
0.1,237,60410.688625
-97.1,230,60429.515613
-293.7,241,60446.613402
-72.3,249,60465.570124
-67.7,252,60482.599652
-164.8,250,60502.660646
-716.3,305,60525.366816
-197.3,248,60542.455643
-488.4,251,60561.669547
-90.9,261,60580.267802
-194.7,229,60597.345402
-288.7,244,60616.386687
-202.2,251,60634.473532
-212.2,219,60653.014833
-93.2,246,60670.051178
-855.5,313,60694.369978
-234.1,230,60713.253633
-49.8,233,60730.348974
-161.3,267,60750.961631
-502.1,297,60771.03493
-175.0,227,60789.96852
-451.7,286,60812.090691
-527.3,276,60832.209575
37.4,221,60850.426561
-650.1,309,60873.757518
-589.3,284,60895.700418
-89.8,249,60913.288644
-173.2,251,60933.386536
38.7,230,60949.744926
-350.6,274,60971.316478
51.5,223,60987.707699
36.5,237,61004.103587
-71.6,236,61022.589668
30.5,237,61038.885029
-39.1,223,61056.202459
-489.3,244,61076.485661
-1090.7,391,61104.969693
-1227.2,392,61136.020521
-960.1,320,61162.672276
-473.4,265,61180.457628
-328.2,234,61199.587359
47.4,232,61216.181485
-261.6,264,61236.628544
-783.1,334,61263.683669
-341.7,304,61286.287772
-192.0,262,61307.394168
-437.3,266,61325.859833
35.0,371,61354.818616
-692.6,360,61380.881283
97.5,397,61411.226329
-54.0,219,61428.915863
-49.2,218,61445.100485
-258.7,253,61463.17048
-40.9,218,61480.896578
-633.3,308,61504.176353
-464.1,288,61526.343925
-460.5,300,61548.749393
-9.1,244,61566.057383
-190.9,260,61585.531356
69.5,229,61601.816575
-452.0,267,61622.594028
-502.8,303,61645.522259
-501.4,293,61666.117406
-157.1,215,61684.089745
-6.8,235,61700.334874
-188.5,254,61720.788901
-61.7,246,61738.118191
-912.9,342,61764.186594
-151.7,212,61782.586254
-660.1,307,61805.716291
-2.7,232,61821.978266
-87.4,266,61842.406855
-412.8,295,61864.215855
-32.3,238,61881.249269
-197.0,257,61899.278145
-671.0,225,61918.352375
-31.6,230,61935.116592
-181.8,258,61954.997309
19.9,225,61971.93031
-411.3,252,61990.970082
-25.9,219,62009.074233
-473.2,261,62027.648042
-930.9,326,62052.84719
-868.2,309,62078.690299
-610.6,300,62100.566437
11.9,225,62116.856184
-300.2,275,62138.208925
36.1,225,62154.864202
33.9,395,62187.794562
-97.5,234,62204.303037
-110.2,422,62237.255252
-30.6,227,62255.229346
-402.4,292,62275.559385
41.0,211,62293.840118
-60.7,396,62325.895558
61.6,401,62357.918124
-720.8,297,62380.065972
-511.7,301,62402.713061
-13.2,230,62419.320199
26.3,232,62435.785842
-932.1,361,62464.494017
-252.8,275,62483.625646
-996.5,309,62508.941073
-942.6,360,62535.88671
-399.6,246,62555.542195
17.4,391,62587.627458
-63.7,231,62604.104056
-513.4,266,62625.347328
-49.6,240,62642.955092
13.7,387,62672.696685
-400.5,269,62691.794296
-461.9,233,62711.460257
-31.5,369,62742.053944
-31.0,240,62759.021477
-282.0,263,62779.981918
-652.0,292,62801.059669
-123.4,233,62819.745285
-308.6,257,62838.784932
-124.6,395,62870.821209
-669.2,276,62893.19006
-69.4,251,62912.214778
45.1,213,62928.528058
42.1,447,62961.393194
-255.4,235,62980.485801
-156.7,260,62998.015278
-176.2,246,63018.238615
-953.3,337,63043.53703
-247.1,255,63064.973065
-539.8,303,63088.269866
10.6,217,63104.580595
-374.9,424,63138.134295
-467.1,277,63159.492441
51.1,206,63175.955928
75.0,345,63202.382823
-8.8,230,63221.510728
26.0,225,63237.951823
-426.4,276,63259.096853
-663.2,304,63282.347838
-890.9,357,63308.711845
-124.0,238,63328.966735
-567.4,286,63349.032823
-162.9,215,63367.387812
7.3,234,63383.728997
-419.0,270,63404.910049
-426.4,290,63425.117876
-781.0,259,63446.27056
-306.5,248,63465.627559
-105.6,236,63483.279156
-59.3,340,63509.367688
-340.3,312,63532.243482
-135.2,234,63550.859431
-224.9,232,63567.624936
26.2,245,63587.10236
19.5,397,63619.661879
-255.1,405,63651.366975
-548.1,296,63674.549819
-423.7,302,63696.919576
-647.4,297,63720.654988
-101.2,235,63737.750745
-995.8,366,63766.898575
-96.5,246,63783.736208
-322.0,253,63804.43609
29.8,407,63836.47013
-65.9,252,63854.302833
-172.6,246,63873.694014
-610.0,295,63895.700192
-682.8,298,63916.744631
-525.4,301,63939.941887
-197.5,231,63958.189177
-156.9,264,63977.448026
-205.5,215,63995.877525
-448.2,298,64019.170928
-545.0,286,64039.364235
-253.1,241,64059.028545
-349.1,267,64080.06125
36.1,218,64096.473798
18.9,231,64113.071527
-80.6,250,64132.781304
-234.6,219,64149.243142
53.7,226,64165.63134
-117.3,255,64185.739896
-11.1,239,64202.423923
-307.0,234,64218.815546
-232.3,237,64237.887907
4.6,222,64254.24894
-595.7,269,64275.435447
-556.3,262,64294.525356
-216.2,243,64314.003898
-73.9,233,64330.586334
-6.5,217,64346.997468
-74.6,244,64366.380648
-583.8,306,64389.966793
-460.5,290,64410.058892
-86.9,224,64428.393504
-967.9,378,64455.496171
-659.7,307,64479.758467
61.4,427,64514.818753
-938.7,345,64541.29407
-147.8,226,64559.429568
-242.1,248,64577.458993
-71.4,249,64597.585455
16.6,226,64614.371112
16.8,412,64647.525956
-159.5,258,64665.685691
-1072.3,317,64692.634072
-454.7,286,64712.714149
-144.3,229,64731.606588
-397.8,265,64750.787267
-446.9,210,64768.411053
-350.5,263,64786.907021
3.5,237,64805.959455
-291.7,235,64822.993364
-360.1,264,64843.885268
50.5,400,64875.760082
-668.6,315,64901.120641
-174.6,227,64917.440385
-158.2,256,64938.177381
93.4,361,64965.716774
-219.6,237,64983.803106
46.5,415,65018.909425
-428.8,286,65038.942615
-1131.4,331,65066.343236
-259.1,270,65087.526969
69.9,221,65103.720804
-340.2,282,65126.118989
-657.3,317,65150.628579
11.8,310,65174.324616
-81.5,213,65190.737755
-80.6,436,65225.780993
-471.9,355,65254.880692
-173.6,263,65273.966996
-986.4,327,65301.222365
-361.9,276,65322.412645
-56.0,236,65339.712007
-34.9,369,65368.846512
53.8,277,65388.870503
-311.0,296,65411.734178
-168.6,233,65430.135652
-60.4,246,65447.585524
-162.4,244,65467.362209
-501.2,295,65488.3983
20.8,215,65506.578156
28.2,258,65525.081372
-4.2,231,65544.178662
-21.1,229,65561.215433
-391.7,271,65582.784491
-541.3,279,65603.138116
-1050.4,317,65627.178335
-262.1,213,65646.112638
-123.5,247,65663.511766
-43.5,244,65683.336561
-10.6,221,65699.987964
-448.1,271,65719.508368
-17.3,372,65750.079091
52.4,362,65779.415096
-427.0,274,65802.258914
-571.5,260,65821.595571
-126.1,246,65840.874648
-61.3,238,65858.046748
-377.5,257,65878.714249
-631.7,323,65903.104625
-941.0,346,65932.24522
-544.2,230,65952.504981
-640.3,294,65973.60388
-91.2,214,65992.325714
-503.6,279,66012.380223
-961.8,263,66034.421982
-1126.0,337,66060.51464
-1260.9,348,66089.666519
-495.9,266,66111.015006
-165.4,269,66129.599005
-118.7,234,66149.29988
19.5,228,66166.150983
-385.3,268,66187.049326
-312.9,243,66204.868575
-946.4,347,66231.342014
-294.3,228,66250.59507
-705.0,290,66274.069144
-540.2,292,66296.293245
57.3,221,66312.460187
-503.0,281,66335.010285
33.7,243,66352.416374
-338.6,256,66372.611889
29.3,238,66389.594003
-178.4,263,66410.628093
52.3,246,66427.512603
30.1,212,66444.095928
-372.2,323,66469.885523
-739.0,316,66494.001592
-669.7,298,66517.053218
-851.7,289,66540.086347
-103.8,225,66559.04801
-339.5,288,66579.336665
-221.6,207,66597.191717
-1029.6,348,66623.25825
-59.0,246,66643.0462
-27.2,412,66676.733823
-97.7,216,66693.531786
-7.9,203,66710.521495
-528.6,273,66732.024804
-8.1,224,66748.368709
36.1,424,66782.825025
-170.1,245,66800.929818
18.4,209,66819.48197
-845.8,313,66844.641558
-24.4,241,66861.97322
-115.8,240,66881.795827
-101.8,249,66900.106086
-96.7,215,66917.266235
-95.5,362,66947.298614
-920.7,343,66972.906036
-167.1,232,66992.640057
69.1,222,67009.252504
-518.5,269,67028.493845
-606.9,268,67049.53369
-419.8,250,67070.581551
23.6,229,67087.356543
30.3,223,67103.90937
