#{"t_start": 1646005197.5494184, "env_id": null}
r,l,t
-383.4,198,111678.353192
-107.1,194,111695.770203
-527.3,222,111715.461243
-116.6,185,111732.481113
-56.9,200,111750.611782
-66.8,193,111767.94678
-653.2,217,111786.982267
-352.9,199,111805.124817
-362.3,199,111824.22839
-216.6,211,111842.321678
-74.7,183,111859.451614
2.6,190,111876.416044
-977.9,280,111902.134567
-802.0,237,111923.167547
48.1,177,111939.914904
-1284.0,301,111968.209169
92.3,190,111985.492671
-444.1,227,112005.513701
-50.1,198,112023.677608
-194.8,209,112042.744604
-663.7,207,112061.769605
-574.9,225,112081.791588
-299.1,209,112100.874598
-799.7,220,112122.975017
30.2,211,112142.124586
88.9,359,112177.148614
-387.1,209,112196.575316
-725.6,191,112214.190546
-1050.9,241,112236.909547
-101.6,197,112254.677534
-159.3,211,112273.371589
-13.7,190,112290.509602
-1048.1,279,112314.627774
-1042.5,220,112336.721598
-257.4,221,112356.797514
-108.6,192,112373.842536
-1106.6,279,112400.141446
-586.2,237,112421.189546
-503.0,207,112440.264534
-636.4,229,112460.318038
-405.5,204,112479.405502
-484.4,210,112497.94373
-655.6,213,112519.272485
-81.3,194,112536.312553
-531.7,207,112556.825465
-248.8,202,112575.199779
-1.3,210,112593.773601
-177.0,194,112612.243517
-1121.5,282,112636.556016
-182.9,202,112655.388506
-762.5,209,112676.468923
-206.7,206,112695.052122
68.1,390,112730.153563
-903.6,202,112750.226472
-42.6,180,112767.318682
-826.9,221,112787.418671
-1048.1,219,112809.522412
-291.6,211,112828.912396
-1021.8,245,112851.294774
-358.7,220,112871.397452
-731.0,206,112893.392551
-687.9,388,112928.480407
69.0,358,112963.510877
-730.5,245,112985.260397
-499.7,219,113006.092624
-3.1,196,113023.703435
16.5,197,113041.693808
-70.7,188,113058.145388
-505.8,187,113077.34342
-630.8,175,113094.254472
-316.9,191,113112.353654
-297.0,197,113130.441461
-538.1,207,113149.533359
-619.4,219,113169.565362
-249.6,212,113188.750317
-443.1,215,113207.78238
46.6,177,113224.002477
104.6,176,113240.415754
-388.9,207,113259.130694
-356.7,220,113279.229398
-339.5,222,113299.060355
-965.2,213,113321.10342
-330.0,205,113340.19426
-512.6,229,113360.175421
-304.0,200,113378.235343
-314.4,190,113396.278418
-645.1,214,113415.38819
-285.3,197,113433.417181
-0.0,186,113450.437372
-110.1,210,113468.920614
-293.8,201,113487.067399
-265.1,202,113505.326532
-679.9,241,113526.432324
-979.2,216,113547.560365
-261.7,216,113566.955772
30.2,190,113584.185391
-873.8,260,113607.275707
61.9,178,113623.782901
-916.6,231,113644.853831
-848.9,217,113664.952389
-792.9,233,113687.974556
-227.6,203,113707.020476
-1047.3,276,113733.109308
-437.5,228,113753.128351
-164.8,208,113771.986363
-298.3,185,113788.913301
-524.1,217,113807.904362
-820.9,236,113829.168343
-126.6,198,113847.619293
-697.2,214,113866.873384
14.1,358,113901.922332
-625.1,233,113923.002308
-207.1,198,113941.05828
-295.1,215,113960.961458
-1524.7,278,113989.149282
-53.4,180,114006.276303
-75.0,181,114023.372286
-404.5,217,114042.375858
-59.8,190,114059.450248
-258.8,200,114078.033335
-1138.6,261,114103.184265
-1281.9,279,114128.204568
-361.6,205,114147.303512
-610.3,232,114169.528273
-69.0,195,114186.847655
-135.4,198,114204.539562
-101.3,193,114222.104223
-240.8,219,114241.177314
-435.7,227,114261.085319
-284.6,194,114279.124319
-989.9,257,114303.436677
-815.5,273,114327.638704
-293.1,208,114346.68153
-589.7,207,114365.737057
-590.6,200,114383.788184
-1120.8,225,114405.863212
-318.4,194,114423.96319
-407.6,222,114443.172833
101.1,371,114479.794218
-190.7,211,114499.06718
-718.6,389,114536.253182
-107.4,204,114554.517912
-865.7,274,114578.538356
-208.8,192,114596.568169
-1295.3,261,114621.671182
43.7,174,114637.882184
36.8,212,114657.108132
-121.3,203,114676.007163
-678.4,260,114699.131218
-86.2,194,114717.222152
-380.3,198,114735.495341
-890.3,225,114755.547993
-343.4,204,114775.775167
-451.0,213,114795.093187
-229.7,213,114814.114197
64.1,180,114830.574141
-1328.9,294,114858.354812
-1051.3,233,114879.452148
-323.9,197,114899.012832
-85.3,190,114917.113166
4.4,190,114933.984139
-102.4,202,114951.993106
-542.3,254,114974.963153
-190.1,203,114994.018157
-225.9,196,115011.604458
-80.7,192,115028.929103
-737.8,229,115049.524062
-253.0,196,115067.719592
-574.5,192,115085.754166
-225.9,331,115118.947035
-171.8,209,115137.369097
-1152.0,285,115163.599116
-248.6,208,115182.334108
-309.3,208,115201.76509
60.6,187,115218.703098
-348.1,197,115237.455898
-529.9,212,115256.902046
-548.9,218,115276.962112
130.4,370,115313.837928
-168.4,205,115332.597051
-229.3,199,115350.70316
-960.9,279,115375.148314
-839.9,217,115397.833402
-534.0,236,115418.870191
-232.4,198,115437.187034
-761.4,266,115461.288031
-836.2,236,115482.393054
-75.5,186,115499.574068
-71.5,189,115517.429595
-1171.5,269,115540.525436
-1263.2,242,115564.485019
-1041.2,272,115588.564063
24.7,343,115623.652039
-92.0,182,115640.779052
-17.6,376,115675.885044
-1486.2,278,115702.98414
-545.0,240,115726.05736
-53.0,196,115743.798988
-1274.3,291,115771.736086
-161.2,203,115790.974913
-1032.3,272,115817.014017
-105.3,170,115834.662562
-578.2,232,115855.520949
-1550.7,289,115882.576658
-64.8,189,115899.654285
-611.7,234,115921.061015
-647.2,219,115943.16449
-277.9,208,115962.551038
-30.1,196,115979.820919
-369.1,223,115999.049023
-100.6,198,116016.98598
-288.1,202,116035.721913
-435.5,211,116054.792966
-1159.2,261,116080.590396
-171.4,197,116098.959701
-1353.3,285,116123.951092
-436.0,200,116141.997
-1204.2,253,116166.365813
-554.4,237,116187.396015
-1307.4,276,116213.671185
-380.6,199,116232.695341
-361.8,212,116251.745564
-195.0,205,116270.846734
-20.3,191,116288.099272
14.2,180,116304.57798
-945.2,260,116329.540976
17.3,198,116348.786927
-847.4,237,116369.900072
-686.3,242,116390.995885
-320.4,221,116412.117074
-298.6,217,116431.120144
16.8,191,116449.697886
-232.6,218,116469.702906
-508.2,202,116488.006906
-458.7,202,116507.098983
-227.3,208,116525.880919
-1013.7,286,116552.988823
44.6,185,116570.382677
-152.3,214,116589.060967
-90.8,202,116607.864126
-1244.7,275,116634.815353
-275.3,206,116653.639023
-365.1,223,116673.733835
-180.0,188,116691.067924
-136.1,192,116711.172295
-911.8,228,116733.563313
-128.8,180,116750.793906
-206.3,192,116768.9328
-208.8,219,116789.053026
-468.8,219,116809.53287
-335.6,198,116827.558034
-334.3,190,116845.988845
67.6,175,116862.4468
-117.5,207,116880.89958
-309.7,202,116899.433791
-240.2,205,116918.52385
-386.6,179,116935.709169
-1037.6,256,116958.993774
-121.2,175,116976.0858
-1052.2,258,117001.107635
-471.6,196,117020.214788
-372.4,183,117038.23881
-548.8,212,117057.297776
29.3,164,117073.639825
-949.9,253,117097.153775
-360.1,207,117116.40878
-241.5,213,117136.107805
-34.8,183,117153.325788
-9.0,200,117171.529755
-457.3,202,117190.807833
-1138.4,277,117215.311053
-783.2,240,117238.228495
-368.2,206,117256.678756
-1199.9,275,117283.481707
-51.0,199,117302.031774
-103.8,212,117321.021745
-144.7,215,117341.121838
-533.1,210,117360.20483
10.8,179,117377.119789
-1151.9,263,117401.208757
-543.3,201,117419.543157
-738.5,218,117441.471805
-167.0,203,117460.027776
-58.6,207,117478.976508
-198.3,197,117497.419727
4.1,200,117515.74565
-981.8,274,117540.168741
-822.6,199,117558.438713
-338.3,206,117577.535141
-367.5,203,117596.336725
-602.0,211,117617.79779
-372.8,200,117637.929134
-274.1,200,117656.556691
-520.6,206,117675.83672
-1073.5,268,117699.178785
-129.7,197,117717.204733
-96.7,174,117734.235732
115.6,355,117770.312679
-463.2,209,117789.627654
-379.2,197,117807.860741
-254.5,217,117827.909746
24.5,186,117845.257531
-284.5,214,117865.141444
-119.8,185,117882.477357
-259.7,214,117902.321637
-193.4,196,117920.694664
-35.3,185,117938.274669
-211.2,222,117958.29669
-550.3,214,117977.404792
-789.8,233,117998.474687
-159.3,200,118017.26968
-318.7,204,118036.320688
-394.1,217,118056.35264
-712.3,210,118077.718624
-631.8,271,118101.748619
-310.7,354,118136.790716
76.8,176,118153.700653
-36.8,207,118172.347637
-200.5,208,118191.537009
16.6,188,118209.334651
-388.8,234,118230.48608
-380.5,204,118249.755678
-78.5,186,118266.805679
2.1,172,118283.54014
-307.7,208,118302.734128
35.2,365,118337.765642
-146.7,191,118355.796599
-694.4,208,118374.888149
-196.5,207,118392.978359
-557.2,204,118412.097545
-553.4,200,118431.214653
-439.4,195,118449.29499
-559.8,225,118472.421593
-176.0,195,118491.112635
-1140.2,272,118515.260343
-1104.4,258,118541.491587
-56.7,177,118558.641552
-24.8,198,118577.166617
-422.1,226,118597.059543
56.0,173,118613.818552
-136.7,220,118633.838599
-134.0,196,118652.005626
-1049.8,248,118675.106564
23.6,175,118691.897476
-57.3,183,118708.985571
-45.8,176,118726.08517
-609.3,232,118747.376199
-324.3,195,118765.440715
-1122.5,254,118788.530537
-1179.0,232,118812.285515
-431.5,218,118832.3294
91.4,366,118868.95554
-143.1,200,118887.698538
-1838.8,338,118919.727562
-681.6,244,118941.98347
-369.2,208,118961.118476
-839.4,210,118982.509508
-400.6,223,119002.58557
-1207.6,277,119029.493481
-1079.9,270,119052.950547
-505.0,231,119075.547782
-851.1,218,119095.572635
-99.8,206,119114.089389
-818.8,231,119135.475498
-823.9,250,119159.937459
-149.6,206,119178.90162
30.5,200,119197.193478
-19.3,195,119215.609495
-166.6,201,119234.673437
-187.0,203,119253.710549
-82.1,194,119271.986636
-983.7,235,119293.067476
-429.8,205,119312.418587
-981.0,250,119334.422557
-938.5,240,119358.51743
-479.2,209,119377.77248
-483.3,209,119397.193462
-248.8,187,119415.080207
-888.3,260,119441.3124
-58.3,186,119458.54243
-117.5,190,119476.613399
111.6,164,119492.947439
-245.4,192,119511.003381
-191.1,201,119530.083428
63.0,180,119546.566374
-348.1,202,119565.640455
-791.7,244,119587.148501
-182.6,181,119604.809429
-308.1,183,119622.043497
-105.3,200,119640.632452
-112.3,196,119658.657429
-16.4,191,119676.316423
-966.1,235,119697.350403
-752.2,224,119718.47241
33.1,172,119735.349418
100.2,169,119751.685401
-583.4,223,119772.342424
-327.3,182,119789.443155
-400.2,220,119809.990909
-629.8,204,119829.039412
-375.0,210,119848.06618
-147.7,182,119865.366376
-60.0,178,119882.49855
-1000.2,253,119904.82437
-1465.9,296,119932.721363
-74.4,182,119949.786412
-264.2,196,119968.409248
91.1,172,119984.762358
-566.4,242,120007.167362
-371.9,197,120026.062386
-113.1,179,120043.127839
27.7,189,120060.829412
-315.7,216,120080.947748
-256.1,174,120098.057262
99.8,366,120133.094838
-501.4,221,120153.412521
0.7,167,120169.737435
-1463.3,272,120196.478311
-676.9,247,120219.541323
-636.1,212,120238.611371
-491.9,201,120259.040832
-574.4,209,120280.260343
-682.6,238,120302.32531
-335.9,194,120320.377309
-327.5,213,120339.506331
-261.4,173,120357.531596
-252.9,195,120376.147329
-23.6,197,120394.847305
-726.1,237,120415.944351
76.7,353,120451.49804
-274.4,223,120472.013256
-59.9,184,120489.358211
-277.2,206,120507.965675
-191.5,197,120526.993657
-149.3,197,120546.074735
-1486.5,298,120575.207325
-323.0,203,120594.276321
-356.1,207,120613.594331
-583.0,210,120632.671195
-28.3,193,120650.403272
-382.1,208,120669.477334
-56.0,195,120688.526572
-450.7,217,120708.727268
-509.2,201,120727.781231
-562.5,199,120745.799284
7.5,176,120762.718217
-1221.6,286,120790.209223
-1106.7,257,120813.106259
-968.3,243,120836.85031
-478.8,233,120857.934377
-944.3,267,120884.557221
-428.6,228,120905.474418
-1344.7,293,120933.554223
-51.8,194,120951.79422
-1226.5,285,120979.223188
-240.6,206,120998.66517
15.4,370,121033.768282
50.1,343,121068.865251
-743.1,254,121091.955189
-0.3,184,121109.052191
-1115.2,248,121134.187179
-566.1,216,121154.515233
-854.3,225,121174.880157
-374.9,189,121192.992162
-254.0,197,121211.258233
-570.6,231,121231.954583
-109.9,180,121248.973438
43.2,162,121266.285183
-213.3,201,121285.081211
-519.9,200,121304.456158
-1401.1,293,121330.479177
-288.8,355,121365.549155
-413.4,225,121385.924165
-953.3,221,121408.709112
-703.2,242,121430.3892
-857.4,258,121456.019142
-272.4,203,121474.841159
-768.4,220,121494.934584
-61.5,196,121513.765332
-676.1,258,121536.81213
-24.5,182,121554.249098
-160.6,179,121571.340092
65.3,168,121587.753189
-240.4,197,121606.433074
-168.9,199,121624.919141
-1433.8,298,121653.202951
-547.8,218,121673.255722
-197.8,189,121691.32913
49.9,368,121726.359161
-269.7,206,121745.480035
-378.2,204,121765.057094
-775.7,210,121784.318315
-369.3,196,121802.838054
-743.3,203,121821.897756
-178.5,182,121838.87712
-94.7,166,121855.167118
-275.8,194,121873.27914
13.9,177,121890.597209
-123.7,191,121908.753103
-103.8,200,121927.309039
-282.4,200,121946.101297
-115.1,212,121965.398952
-1417.6,284,121992.773067
-203.3,205,122011.622583
-95.6,208,122030.628145
-553.7,221,122050.726058
-175.9,179,122067.765044
-61.3,190,122086.012069
-123.0,198,122104.81002
-61.0,202,122123.046049
-70.5,201,122141.03206
-122.3,204,122159.756001
-188.4,190,122176.689991
-490.5,200,122196.089049
-524.6,202,122217.593021
-1335.8,279,122242.619184
-249.0,206,122261.645638
-799.6,249,122285.73003
-92.9,179,122302.838978
-210.9,199,122321.150038
-794.8,227,122341.255584
-292.3,194,122359.284846
-129.9,193,122377.514997
-336.4,196,122395.534018
-126.1,188,122413.315916
-229.2,213,122433.370959
-561.4,218,122453.60345
-356.3,190,122471.675956
-67.9,185,122488.710024
-187.8,214,122508.740975
-465.3,209,122528.028984
-544.3,219,122548.384489
-177.0,177,122565.446947
-90.4,186,122582.849004
-606.8,209,122601.922956
-656.8,245,122624.09901
-446.2,201,122643.307937
95.9,171,122659.669871
-459.0,200,122678.736017
-326.5,190,122696.761951
-291.9,183,122714.787233
-134.0,207,122733.910593
-563.2,208,122752.988961
55.4,176,122770.048884
-37.2,201,122788.786947
-407.8,222,122809.324944
-356.4,193,122828.041965
-51.3,199,122846.740953
-99.5,187,122864.228943
-112.1,202,122882.666968
-165.3,200,122901.413981
-208.9,197,122919.735592
-856.3,255,122942.744972
-1109.5,267,122968.801957
-154.6,177,122986.575469
-532.9,212,123005.967925
-785.5,221,123026.327024
-495.0,217,123046.424884
-209.7,193,123064.806891
-510.1,217,123085.874117
-541.2,200,123104.906257
-493.2,197,123124.068032
-80.1,177,123141.167871
-268.3,196,123159.327172
-363.3,203,123178.355858
-276.5,198,123196.886098
-890.8,231,123217.963953
-40.8,187,123235.734323
-771.4,218,123255.807918
-549.7,207,123274.858885
-503.4,195,123292.928879
-172.2,194,123311.08684
-1181.4,238,123334.65879
-329.0,215,123354.054872
-475.2,213,123373.745879
-297.8,200,123391.785127
-458.8,237,123413.878863
-610.8,224,123437.014143
-271.1,210,123456.624086
-1577.8,304,123486.672114
-251.6,210,123506.705235
-242.2,193,123524.780878
-976.5,270,123549.611793
-555.0,212,123571.533872
-461.0,217,123591.886802
-224.3,196,123610.198977
-390.1,203,123629.24587
-329.3,209,123648.343799
-410.0,203,123667.416854
-145.6,190,123685.438088
-93.3,186,123702.833688
-117.7,203,123721.685791
-542.2,231,123743.002787
-124.6,188,123760.919946
-117.5,185,123778.028749
43.5,370,123813.090787
-459.8,215,123833.40252
-658.3,195,123852.340793
-739.8,206,123871.513753
-527.4,203,123892.662604
-196.5,207,123911.336707
-32.6,198,123929.93563
-598.6,222,123950.288851
-486.5,222,123970.546834
-308.3,211,123990.854851
-677.8,235,124012.85374
-1449.8,302,124041.920779
-61.5,169,124058.173729
-704.2,253,124083.194166
-638.6,208,124102.28677
-27.9,191,124120.08305
-228.9,219,124139.473726
-222.0,194,124158.120786
-298.6,189,124176.196821
-399.6,211,124195.272763
-373.1,208,124214.301796
-31.2,174,124231.351715
-0.5,195,124249.587801
5.1,197,124268.115739
-148.9,200,124286.550775
-859.8,269,124310.582376
-241.7,200,124329.847877
-523.3,211,124349.855793
-811.4,212,124369.884558
-586.5,206,124391.274796
-56.0,203,124410.322785
-9.8,201,124428.740791
-981.0,230,124449.824794
-293.4,196,124467.923824
90.3,180,124484.52574
-414.5,208,124504.458807
-408.5,205,124523.5607
-331.1,192,124541.868827
-213.9,188,124559.893799
-606.6,219,124579.974796
66.6,187,124597.485911
-232.0,218,124617.611768
-1306.1,277,124644.633871
-320.6,222,124664.671906
-237.9,191,124682.67978
-1040.7,270,124706.951208
-632.4,197,124727.011902
-395.7,189,124746.052837
-381.8,202,124765.159801
-773.3,259,124790.27572
-493.4,201,124809.174801
-25.0,176,124826.194717
-97.8,195,124844.731054
-199.6,206,124864.000785
-135.6,196,124882.406797
-95.2,195,124900.430789
-213.0,205,124919.708805
-40.5,202,124938.143662
-141.8,210,124957.644762
-165.7,190,124975.939678
-5.5,197,124994.59877
-61.2,203,125013.940787
-275.2,192,125033.689855
-144.8,208,125052.80966
5.3,191,125070.462756
-371.3,210,125090.101876
-908.8,219,125111.144895
-299.7,203,125129.612783
-279.3,200,125148.669315
-173.2,183,125165.688851
-21.5,185,125182.80084
-238.0,216,125202.636951
-128.6,200,125221.299777
-121.2,183,125238.382802
-187.5,197,125256.779826
-523.0,227,125277.823298
37.0,183,125295.485672
-880.8,230,125316.54084
-278.1,192,125334.603813
-154.7,196,125352.436857
-208.0,206,125371.533975
100.1,174,125387.899842
78.6,197,125406.170088
-853.5,231,125427.620859
-232.3,194,125446.085845
-57.2,190,125463.705024
-430.6,196,125482.258866
-438.5,205,125501.538009
-101.6,186,125519.348922
-544.5,238,125541.429843
-332.8,195,125559.931849
-293.2,204,125579.000787
-389.3,193,125597.064886
-1247.1,268,125624.184906
-214.8,200,125642.577051
-215.5,218,125662.631383
-525.1,225,125683.137812
-125.6,185,125700.847857
-408.0,204,125719.898846
-563.5,212,125739.840887
-288.0,190,125757.909883
-455.5,206,125777.044887
-328.1,195,125795.141824
-135.3,179,125812.20985
-482.3,209,125831.53489
-165.9,187,125849.132842
-6.4,191,125868.160858
-90.7,203,125886.841837
10.0,195,125905.136414
-523.9,210,125925.050017
-51.6,195,125943.709847
-852.4,224,125964.895865
-80.6,179,125981.935225
-214.4,193,126000.48786
-690.3,230,126021.571547
-488.0,203,126040.418744
-1086.4,252,126063.483601
-225.8,188,126081.558439
-389.8,243,126106.141371
-267.1,209,126125.184917
53.6,176,126142.11805
-209.8,195,126160.695889
-316.0,208,126179.814906
-37.9,196,126198.2
-880.2,280,126222.230876
-359.1,175,126239.231479
-52.7,178,126256.335871
-0.5,176,126273.276911
-133.6,204,126291.923419
-284.7,210,126311.179824
42.4,182,126328.114117
-219.5,198,126346.006111
-929.3,255,126369.057145
-263.3,194,126387.75583
-149.4,191,126405.708045
-69.5,184,126422.851913
-772.4,224,126443.653098
-64.5,186,126461.054996
-331.9,186,126479.141075
-11.1,180,126496.181862
-201.3,198,126514.589519
-247.8,215,126534.535261
55.0,189,126552.2678
-172.9,196,126570.39384
-285.7,205,126589.445885
-310.4,211,126608.72394
-1016.9,251,126630.880114
-414.8,212,126650.305881
-728.1,215,126672.398765
-496.9,214,126692.832865
-263.5,217,126712.862894
-80.8,186,126730.692033
-98.1,186,126748.327067
-496.0,230,126769.28389
-460.1,210,126788.346085
-276.7,181,126806.414269
-90.9,186,126823.944247
-517.9,208,126845.014915
-232.0,204,126864.819886
-93.6,187,126882.796891
-182.2,200,126901.245877
-73.0,200,126919.761837
-1049.4,251,126943.540924
-797.5,219,126963.670957
-1198.7,248,126987.747896
-295.8,182,127004.686185
-887.6,232,127026.01105
-815.8,231,127047.033973
26.1,166,127063.270143
-342.1,197,127081.359957
-132.0,195,127099.481912
-81.5,182,127117.212915
-391.8,214,127137.236277
-146.4,201,127155.919653
-335.8,196,127174.020921
-592.5,205,127193.108248
-399.6,203,127212.15094
-334.6,209,127231.24388
-908.2,241,127253.61002
-465.0,226,127276.250901
-177.3,221,127296.115855
-417.3,210,127315.150087
-531.9,205,127334.321611
-1016.2,250,127356.740897
-725.7,201,127376.056716
-1186.7,247,127400.167917
-1032.9,252,127423.198871
-501.1,207,127445.18173
-266.4,200,127463.859854
-155.6,210,127482.894952
-1407.8,282,127508.973895
-1580.4,280,127536.006924
-62.3,171,127552.299991
-638.5,235,127573.380313
-432.9,218,127592.861709
-323.7,188,127610.924934
-137.0,198,127629.348899
-578.7,224,127652.662911
-161.8,207,127671.535634
-1.6,192,127689.28891
-229.5,198,127708.113826
-230.5,200,127726.737911
-373.4,212,127748.438678
-958.0,257,127770.573982
61.6,172,127786.886912
116.5,356,127821.015652
-572.4,235,127842.105966
-56.3,189,127859.25889
-958.9,259,127881.372954
-543.5,208,127900.160967
-27.0,348,127935.242874
-297.7,206,127953.302818
-326.2,199,127971.343969
-630.7,238,127992.436736
-1579.7,298,128020.498826
83.4,320,128052.697799
-308.4,205,128071.002788
-811.4,271,128094.902864
-417.5,211,128114.026783
-408.0,211,128132.833848
-509.1,200,128152.87082
-1099.8,267,128179.616824
-452.3,204,128198.697814
-1494.0,281,128226.865854
-124.6,186,128244.508097
-178.8,210,128263.560768
-613.9,233,128284.592818
-1162.6,243,128308.914826
-66.5,187,128326.220798
-244.6,200,128344.996353
-168.9,206,128363.988757
-151.1,208,128383.261816
-13.4,182,128400.868962
-615.2,245,128422.936844
-807.7,250,128447.549846
88.5,379,128482.633832
-425.9,202,128501.986746
-337.0,203,128521.064786
-769.5,219,128543.314805
-1128.6,262,128566.874758
-839.5,222,128587.670512
-189.1,209,128606.750722
-471.0,208,128628.902764
114.6,356,128663.93375
-58.8,169,128681.864186
-105.9,187,128699.772783
-247.2,210,128719.896768
-476.5,215,128739.188127
-610.2,238,128759.866783
-769.9,219,128781.00513
-1401.2,268,128807.049736
-958.2,233,128828.380754
-612.5,208,128849.438712
-137.7,210,128868.184726
-198.4,200,128886.839669
-339.6,190,128905.184664
-1443.3,284,128931.234771
-373.3,182,128948.270717
-193.0,198,128966.608802
46.0,176,128983.408727
-712.2,225,129004.472775
-61.6,190,129022.202948
94.6,168,129038.411934
-931.5,235,129060.440968
-46.4,177,129077.507089
-168.8,191,129095.902219
20.6,180,129113.195237
-150.7,207,129132.629405
1.5,186,129150.27898
-249.0,221,129170.318672
-664.3,203,129189.359799
-590.8,233,129210.256909
-658.7,231,129231.652029
-44.1,187,129248.818433
-682.1,219,129270.83419
-81.9,201,129289.705305
-51.4,203,129308.297518
-298.0,210,129327.841654
-513.7,223,129348.366204
-168.9,192,129366.102788
-1166.4,266,129390.208065
-298.7,205,129411.315091
-279.8,217,129431.158236
63.3,372,129466.283442
-998.2,214,129487.690531
-442.4,205,129506.555703
-130.1,195,129523.974709
-238.6,204,129542.804648
-464.6,209,129563.880927
-105.3,193,129581.984056
-98.1,201,129600.580134
-155.2,205,129620.675289
-180.3,195,129639.252504
6.3,194,129657.807786
-567.1,235,129679.126205
-401.1,198,129698.354871
-941.3,253,129721.272038
-720.4,241,129745.385153
57.0,173,129762.063231
-408.1,222,129783.120363
-23.4,190,129800.880455
-230.1,187,129818.105034
-1543.1,291,129844.416703
-152.6,177,129860.864725
-329.2,202,129879.947903
-288.5,204,129898.988086
-555.1,219,129919.627217
-924.4,217,129941.385257
-62.5,200,129959.997629
22.4,192,129977.601495
-337.1,200,129996.673644
-185.9,203,130015.821932
-924.0,248,130038.068865
-55.0,173,130055.142
-613.9,202,130074.216123
-861.3,249,130096.515671
-376.4,200,130115.866643
-312.0,207,130134.958491
-427.2,199,130153.04455
-476.4,210,130172.141639
-393.6,197,130191.223744
-1599.0,288,130219.177008
-231.0,201,130238.243122
-242.8,168,130254.585149
-247.7,191,130272.612788
-1046.7,259,130297.9884
-509.6,240,130320.06952
-275.8,195,130339.110072
-431.3,206,130358.19984
-291.5,195,130376.239704
-232.4,197,130395.33001
-89.2,183,130412.535149
18.5,187,130429.591197
-601.4,260,130452.61439
-555.6,337,130488.681018
-1261.3,276,130513.766781
99.3,324,130546.980924
-236.9,204,130566.75405
-885.1,239,130588.157152
-129.7,203,130606.552087
-449.6,205,130625.974967
-217.5,196,130644.252534
-533.7,214,130664.230251
-282.9,194,130682.685757
-795.5,216,130702.705921
-66.4,173,130719.761956
-91.5,175,130736.843237
1.5,191,130755.058762
-704.1,219,130775.341139
-228.4,194,130793.539478
-101.4,181,130810.568543
-86.9,199,130828.680632
-291.3,217,130848.5178
39.7,188,130865.886876
-556.8,223,130886.704996
-207.3,203,130905.738163
36.5,186,130922.989039
-157.2,199,130941.541512
-80.1,200,130959.890318
-123.4,185,130977.395807
-42.4,208,130996.443706
-1231.8,264,131021.740801
41.1,169,131038.327998
-1014.7,240,131060.349029
-1328.0,278,131087.846226
-98.4,176,131104.956306
-475.5,211,131123.900432
-457.2,199,131142.756527
-574.9,194,131160.80966
-295.9,194,131178.903754
70.6,172,131195.896882
-98.9,196,131214.253018
-135.4,200,131232.662093
-809.2,221,131252.735193
-236.9,197,131271.643286
-1018.1,243,131293.674358
-856.1,234,131317.543747
-605.2,236,131338.832819
-267.9,195,131356.89988
-75.3,195,131375.95086
-125.2,197,131394.993073
-75.4,190,131412.783662
-722.2,247,131435.090313
-338.1,210,131454.122534
109.3,347,131489.161693
-185.5,211,131509.13683
-303.0,205,131527.961635
-109.8,189,131545.553752
-612.3,238,131567.515184
-58.9,170,131584.553196
-338.4,192,131602.830333
-1303.3,275,131628.297139
-744.0,203,131648.868553
-699.7,257,131671.95875
49.8,173,131688.923827
-37.3,182,131706.763931
-900.5,231,131727.785111
-1164.5,257,131753.840165
-350.2,230,131774.167535
45.3,370,131810.314382
-152.5,205,131828.67468
109.5,370,131863.729068
42.0,171,131880.565026
-801.1,234,131902.09822
-186.0,204,131921.157313
-706.4,201,131940.502439
-609.4,207,131959.900432
-1244.1,225,131982.932132
-1377.1,283,132010.436894
-119.6,192,132026.659837
51.8,348,132061.754173
-16.5,189,132079.237177
-299.3,201,132098.083462
-433.7,204,132116.924457
-968.3,259,132140.042351
-348.2,199,132158.670676
-865.3,208,132180.675797
-1074.5,274,132205.736065
-373.4,202,132224.836063
91.5,173,132241.224939
-383.5,209,132260.766516
-225.4,185,132278.668411
-1113.3,257,132305.759296
-518.0,205,132324.846076
-1571.2,299,132353.946835
-650.3,243,132376.237001
-757.4,237,132398.316199
-173.9,167,132414.630247
-327.5,197,132432.654349
-184.9,191,132450.296465
-646.8,238,132471.991562
-8.1,169,132488.403788
-949.4,229,132509.488917
-366.6,206,132528.532939
-118.4,194,132546.61517
-141.7,196,132564.684247
-315.6,207,132583.780237
-738.8,227,132606.812414
-161.5,207,132625.813474
-234.0,206,132644.899538
-90.0,195,132662.988607
-1350.3,285,132688.085666
-792.4,222,132711.109248
-185.1,187,132728.84885
-26.2,194,132747.362907
-608.3,218,132767.432205
-162.6,204,132786.365136
87.1,183,132803.087496
-1125.4,269,132828.218166
-722.6,213,132848.146211
-1028.4,230,132871.205487
-93.5,197,132889.924462
-512.9,206,132908.94845
-554.1,231,132929.848526
-622.1,217,132950.104617
76.1,169,132966.690445
-115.2,181,132984.176737
-320.5,212,133004.209788
-152.9,200,133023.305907
-426.1,198,133041.838797
-33.6,193,133059.585986
-186.4,190,133077.682996
95.0,370,133112.71419
70.1,172,133129.316165
-144.9,179,133146.471286
-60.3,184,133164.119252
-603.0,204,133183.181341
-259.5,188,133202.649502
-539.9,203,133221.973473
-675.2,221,133241.921555
-279.4,210,133261.155445
-564.9,237,133282.230676
-449.5,221,133304.823904
-816.4,266,133328.840295
-142.6,164,133344.869983
-759.6,249,133367.78285
-497.5,227,133390.888066
-89.3,200,133409.925232
-314.5,194,133428.481202
